Label,Gene_x,Taxon_x,Reference_x,Gene_y,Taxon_y,Reference_y,Ontology
MRPL34,"39S ribosomal protein L34, mitochondrial",NCBITaxon:9606,PMID:11543634,mitochondrial ribosomal protein L34,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0006412
IARS2,"Isoleucine--tRNA ligase, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-379726,"isoleucine-tRNA synthetase 2, mitochondrial",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
RBM4B,RNA-binding protein 4B,NCBITaxon:9606,GO_REF:0000024,RNA binding motif protein 4B,NCBITaxon:10090,MGI:MGI:3703208|PMID:17264215,GO0006412
FARSB,Phenylalanine--tRNA ligase beta subunit,NCBITaxon:9606,PMID:10049785,"phenylalanyl-tRNA synthetase, beta subunit",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
GIGYF2,GRB10-interacting GYF protein 2,NCBITaxon:9606,PMID:22751931,GRB10 interacting GYF protein 2,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0006412
MRPL17,"39S ribosomal protein L17, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein L17,NCBITaxon:10090,MGI:MGI:1350680|PMID:10593885,GO0006412
RPL31,60S ribosomal protein L31,NCBITaxon:9606,PMID:25957688,ribosomal protein L31,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPL39,60S ribosomal protein L39,NCBITaxon:9606,PMID:25957688,ribosomal protein L39,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPL30,60S ribosomal protein L30,NCBITaxon:9606,PMID:25957688,ribosomal protein L30,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MRRF,"Ribosome-recycling factor, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5419276,mitochondrial ribosome recycling factor,NCBITaxon:10090,PMID:21873635,GO0006412
MTFMT,"Methionyl-tRNA formyltransferase, mitochondrial",NCBITaxon:9606,GO_REF:0000108,mitochondrial methionyl-tRNA formyltransferase,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
RPS28,40S ribosomal protein S28,NCBITaxon:9606,PMID:25957688,ribosomal protein S28,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPS26,40S ribosomal protein S26,NCBITaxon:9606,PMID:25957688,ribosomal protein S26,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPS24,40S ribosomal protein S24,NCBITaxon:9606,PMID:15883184,ribosomal protein S24,NCBITaxon:10090,MGI:MGI:50472|PMID:1840675,GO0006412
RPS15,40S ribosomal protein S15,NCBITaxon:9606,PMID:15883184,ribosomal protein S15,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPL23,60S ribosomal protein L23,NCBITaxon:9606,PMID:12962325,ribosomal protein L23,NCBITaxon:10090,MGI:MGI:1928999|PMID:11124519,GO0006412
MTOR,Serine/threonine-protein kinase mTOR,NCBITaxon:9606,PMID:18762023,mechanistic target of rapamycin kinase,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO0006412
MTRF1L,"Peptide chain release factor 1-like, mitochondrial",NCBITaxon:9606,GO_REF:0000002,mitochondrial translational release factor 1-like,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
KBTBD8,Kelch repeat and BTB domain-containing protein 8,NCBITaxon:9606,GO_REF:0000043,kelch repeat and BTB (POZ) domain containing 8,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
HNRNPR,Heterogeneous nuclear ribonucleoprotein R,NCBITaxon:9606,GO_REF:0000107,heterogeneous nuclear ribonucleoprotein R,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO0006412
NGDN,Neuroguidin,NCBITaxon:9606,GO_REF:0000043,"neuroguidin, EIF4E binding protein",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
HBS1L,HBS1-like protein,NCBITaxon:9606,GO_REF:0000043,Hbs1-like (S. cerevisiae),NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
CNBP,Cellular nucleic acid-binding protein,NCBITaxon:9606,PMID:21873635,cellular nucleic acid binding protein,NCBITaxon:10090,PMID:21873635,GO0006412
ZC3H12D,Probable ribonuclease ZC3H12D,NCBITaxon:9606,GO_REF:0000024,zinc finger CCCH type containing 12D,NCBITaxon:10090,MGI:MGI:5707103|PMID:26134560,GO0006412
TNRC6A,Trinucleotide repeat-containing gene 6A protein,NCBITaxon:9606,PMID:17671087,trinucleotide repeat containing 6a,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
CPEB3,Cytoplasmic polyadenylation element-binding protein 3,NCBITaxon:9606,GO_REF:0000108,cytoplasmic polyadenylation element binding protein 3,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
MRPS18C,"28S ribosomal protein S18c, mitochondrial",NCBITaxon:9606,PMID:11279123,mitochondrial ribosomal protein S18C,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
MRPS15,"28S ribosomal protein S15, mitochondrial",NCBITaxon:9606,PMID:11279123,mitochondrial ribosomal protein S15,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
MRPS11,"28S ribosomal protein S11, mitochondrial",NCBITaxon:9606,PMID:11402041,mitochondrial ribosomal protein S11,NCBITaxon:10090,MGI:MGI:2151818|PMID:11402041,GO0006412
EIF3K,Eukaryotic translation initiation factor 3 subunit K,NCBITaxon:9606,GO_REF:0000104,"eukaryotic translation initiation factor 3, subunit K",NCBITaxon:10090,MGI:MGI:3843422|PMID:17581632,GO0006412
RPL22L1,60S ribosomal protein L22-like 1,NCBITaxon:9606,PMID:21873635,ribosomal protein L22 like 1,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPLP2,60S acidic ribosomal protein P2,NCBITaxon:9606,GO_REF:0000002,"ribosomal protein, large P2",NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPLP1,60S acidic ribosomal protein P1,NCBITaxon:9606,PMID:12962325,"ribosomal protein, large, P1",NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
NOA1,Nitric oxide-associated protein 1,NCBITaxon:9606,GO_REF:0000024,nitric oxide associated 1,NCBITaxon:10090,MGI:MGI:5292654|PMID:21118999,GO0006412
DALRD3,DALR anticodon-binding domain-containing protein 3,NCBITaxon:9606,GO_REF:0000002,DALR anticodon binding domain containing 3,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
STAT3,Signal transducer and activator of transcription 3,NCBITaxon:9606,PMID:23820254,signal transducer and activator of transcription 3,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
TARS2,"Threonine--tRNA ligase, mitochondrial",NCBITaxon:9606,PMID:15779907,"threonyl-tRNA synthetase 2, mitochondrial (putative)",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
AGO2,Protein argonaute-2,NCBITaxon:9606,PMID:10534406,argonaute RISC catalytic subunit 2,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
RPL14,60S ribosomal protein L14,NCBITaxon:9606,PMID:12962325,ribosomal protein L14,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
GRB7,Growth factor receptor-bound protein 7,NCBITaxon:9606,GO_REF:0000024,growth factor receptor bound protein 7,NCBITaxon:10090,MGI:MGI:5284766|PMID:18273060,GO0006412
IL6,Interleukin-6,NCBITaxon:9606,PMID:16732314,interleukin 6,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
CAPRIN1,Caprin-1,NCBITaxon:9606,GO_REF:0000024,cell cycle associated protein 1,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO0006412
PAIP2B,Polyadenylate-binding protein-interacting protein 2B,NCBITaxon:9606,PMID:16804161,poly(A) binding protein interacting protein 2B,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
EARS2,"Probable glutamate--tRNA ligase, mitochondrial",NCBITaxon:9606,PMID:19805282,"glutamyl-tRNA synthetase 2, mitochondrial",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
WARS2,"Tryptophan--tRNA ligase, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-379726,tryptophanyl tRNA synthetase 2 (mitochondrial),NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
YTHDF2,YTH domain-containing family protein 2,NCBITaxon:9606,PMID:27558897,YTH N6-methyladenosine RNA binding protein 2,NCBITaxon:10090,MGI:MGI:6316688|PMID:30065315,GO0006412
EEF1E1,Eukaryotic translation elongation factor 1 epsilon-1,NCBITaxon:9606,Reactome:R-HSA-379716,eukaryotic translation elongation factor 1 epsilon 1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
CTIF,CBP80/20-dependent translation initiation factor,NCBITaxon:9606,PMID:19648179,CBP80/20-dependent translation initiation factor,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
MAPK3,Mitogen-activated protein kinase 3,NCBITaxon:9606,GO_REF:0000107,mitogen-activated protein kinase 3,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO0006412
KRT17,"Keratin, type I cytoskeletal 17",NCBITaxon:9606,GO_REF:0000107,keratin 17,NCBITaxon:10090,MGI:MGI:3625597|PMID:16710422,GO0006412
FTSJ1,Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase,NCBITaxon:9606,PMID:21873635,FtsJ RNA methyltransferase homolog 1 (E. coli),NCBITaxon:10090,PMID:21873635,GO0006412
RPL23A,60S ribosomal protein L23a,NCBITaxon:9606,PMID:12962325,ribosomal protein L23A,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
EIF4G1,Eukaryotic translation initiation factor 4 gamma 1,NCBITaxon:9606,PMID:25765080,"eukaryotic translation initiation factor 4, gamma 1",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
PRR16,Protein Largen,NCBITaxon:9606,PMID:24656129,proline rich 16,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPS4X,"40S ribosomal protein S4, X isoform",NCBITaxon:9606,PMID:15883184,"ribosomal protein S4, X-linked",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
ITGA2,Integrin alpha-2,NCBITaxon:9606,GO_REF:0000107,integrin alpha 2,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO0006412
RSL24D1,Probable ribosome biogenesis protein RLP24,NCBITaxon:9606,PMID:21873635,ribosomal L24 domain containing 1,NCBITaxon:10090,PMID:21873635,GO0006412
RIDA,2-iminobutanoate/2-iminopropanoate deaminase,NCBITaxon:9606,GO_REF:0000024,reactive intermediate imine deaminase A homolog,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO0006412
DHFR,Dihydrofolate reductase,NCBITaxon:9606,PMID:8490020,dihydrofolate reductase,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MALSU1,Mitochondrial assembly of ribosomal large subunit protein 1,NCBITaxon:9606,PMID:22829778,mitochondrial assembly of ribosomal large subunit 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPL41,60S ribosomal protein L41,NCBITaxon:9606,PMID:25957688,ribosomal protein L41,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPL8,60S ribosomal protein L8,NCBITaxon:9606,PMID:25957688,ribosomal protein L8,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPL32,60S ribosomal protein L32,NCBITaxon:9606,PMID:25957688,ribosomal protein L32,NCBITaxon:10090,MGI:MGI:79022|PMID:6993285,GO0006412
GGT7,Glutathione hydrolase 7,NCBITaxon:9606,GO_REF:0000108,gamma-glutamyltransferase 7,NCBITaxon:10090,PMID:21873635,GO0006412
MPV17L2,Mpv17-like protein 2,NCBITaxon:9606,PMID:24948607,MPV17 mitochondrial membrane protein-like 2,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
YARS2,"Tyrosine--tRNA ligase, mitochondrial",NCBITaxon:9606,PMID:10810093,tyrosyl-tRNA synthetase 2 (mitochondrial),NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
PRG3,Proteoglycan 3,NCBITaxon:9606,PMID:10318872,proteoglycan 3,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
BANK1,B-cell scaffold protein with ankyrin repeats,NCBITaxon:9606,GO_REF:0000107,B cell scaffold protein with ankyrin repeats 1,NCBITaxon:10090,MGI:MGI:5554491|PMID:24227780,GO0006412
YBX2,Y-box-binding protein 2,NCBITaxon:9606,PMID:10100484,Y box protein 2,NCBITaxon:10090,MGI:MGI:3529406|PMID:15665108,GO0006412
TMA7,Translation machinery-associated protein 7,NCBITaxon:9606,PMID:21873635,translational machinery associated 7,NCBITaxon:10090,PMID:21873635,GO0006412
MRPS7,"28S ribosomal protein S7, mitochondrial",NCBITaxon:9606,GO_REF:0000024,mitchondrial ribosomal protein S7,NCBITaxon:10090,MGI:MGI:1350692|PMID:10581179,GO0006412
MRPS17,"28S ribosomal protein S17, mitochondrial",NCBITaxon:9606,PMID:11279123,mitochondrial ribosomal protein S17,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
COA3,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",NCBITaxon:9606,PMID:23260140,cytochrome C oxidase assembly factor 3,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
PUM1,Pumilio homolog 1,NCBITaxon:9606,GO_REF:0000024,pumilio RNA-binding family member 1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
LSM14A,Protein LSM14 homolog A,NCBITaxon:9606,PMID:29510985,LSM14A mRNA processing body assembly factor,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
ZC3H12A,Endoribonuclease ZC3H12A,NCBITaxon:9606,GO_REF:0000024,zinc finger CCCH type containing 12A,NCBITaxon:10090,MGI:MGI:5706909|PMID:23185455,GO0006412
NCBP2,Nuclear cap-binding protein subunit 2,NCBITaxon:9606,PMID:11551508,nuclear cap binding protein subunit 2,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
AARS2,"Alanine--tRNA ligase, mitochondrial",NCBITaxon:9606,PMID:21549344,"alanyl-tRNA synthetase 2, mitochondrial",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
ETF1,Eukaryotic peptide chain release factor subunit 1,NCBITaxon:9606,PMID:15326224,eukaryotic translation termination factor 1,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0006412
FARSA,Phenylalanine--tRNA ligase alpha subunit,NCBITaxon:9606,Reactome:R-HSA-379716,"phenylalanyl-tRNA synthetase, alpha subunit",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
POLR2G,DNA-directed RNA polymerase II subunit RPB7,NCBITaxon:9606,PMID:21873635,polymerase (RNA) II (DNA directed) polypeptide G,NCBITaxon:10090,PMID:21873635,GO0006412
MRPS9,"28S ribosomal protein S9, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein S9,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
MRPS6,"28S ribosomal protein S6, mitochondrial",NCBITaxon:9606,PMID:11279123,mitochondrial ribosomal protein S6,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
MRPS34,"28S ribosomal protein S34, mitochondrial",NCBITaxon:9606,GO_REF:0000024,mitochondrial ribosomal protein S34,NCBITaxon:10090,MGI:MGI:5645169|PMID:25816300,GO0006412
RPS6KB2,Ribosomal protein S6 kinase beta-2,NCBITaxon:9606,PMID:9804755,"ribosomal protein S6 kinase, polypeptide 2",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MRPS21,"28S ribosomal protein S21, mitochondrial",NCBITaxon:9606,PMID:11279123,mitochondrial ribosomal protein S21,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
MTIF3,"Translation initiation factor IF-3, mitochondrial",NCBITaxon:9606,PMID:12095986,mitochondrial translational initiation factor 3,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
AGO1,Protein argonaute-1,NCBITaxon:9606,PMID:18771919,argonaute RISC catalytic subunit 1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
HARS2,"Histidine--tRNA ligase, mitochondrial",NCBITaxon:9606,PMID:7755634,histidyl-tRNA synthetase 2,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
RPL10A,60S ribosomal protein L10a,NCBITaxon:9606,PMID:25957688,ribosomal protein L10A,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
USP16,Ubiquitin carboxyl-terminal hydrolase 16,NCBITaxon:9606,PMID:20550933,ubiquitin specific peptidase 16,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
IGF2BP2,Insulin-like growth factor 2 mRNA-binding protein 2,NCBITaxon:9606,PMID:9891060,insulin-like growth factor 2 mRNA binding protein 2,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
MRPL33,"39S ribosomal protein L33, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein L33,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
YTHDF3,YTH domain-containing family protein 3,NCBITaxon:9606,PMID:28106072,YTH N6-methyladenosine RNA binding protein 3,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
TNRC6B,Trinucleotide repeat-containing gene 6B protein,NCBITaxon:9606,GO_REF:0000002,trinucleotide repeat containing 6b,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
EEFSEC,Selenocysteine-specific elongation factor,NCBITaxon:9606,PMID:21873635,"eukaryotic elongation factor, selenocysteine-tRNA-specific",NCBITaxon:10090,MGI:MGI:1889405|PMID:10970870,GO0006412
RPL19,60S ribosomal protein L19,NCBITaxon:9606,PMID:25957688,ribosomal protein L19,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MTG2,Mitochondrial ribosome-associated GTPase 2,NCBITaxon:9606,PMID:23396448,mitochondrial ribosome associated GTPase 2,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
DNAJC1,DnaJ homolog subfamily C member 1,NCBITaxon:9606,GO_REF:0000107,DnaJ heat shock protein family (Hsp40) member C1,NCBITaxon:10090,MGI:MGI:2181520|PMID:12065409,GO0006412
EIF2B2,Translation initiation factor eIF-2B subunit beta,NCBITaxon:9606,PMID:16289705,"eukaryotic translation initiation factor 2B, subunit 2 beta",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
DAPK3,Death-associated protein kinase 3,NCBITaxon:9606,PMID:18995835,death-associated protein kinase 3,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
CNOT3,CCR4-NOT transcription complex subunit 3,NCBITaxon:9606,GO_REF:0000043,"CCR4-NOT transcription complex, subunit 3",NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
ROCK2,Rho-associated protein kinase 2,NCBITaxon:9606,GO_REF:0000024,Rho-associated coiled-coil containing protein kinase 2,NCBITaxon:10090,MGI:MGI:6271078|PMID:29353861,GO0006412
RWDD1,RWD domain-containing protein 1,NCBITaxon:9606,PMID:21873635,RWD domain containing 1,NCBITaxon:10090,PMID:21873635,GO0006412
RPS11,40S ribosomal protein S11,NCBITaxon:9606,PMID:1577483,ribosomal protein S11,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
SARS2,"Serine--tRNA ligase, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-379726,seryl-aminoacyl-tRNA synthetase 2,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
RPS13,40S ribosomal protein S13,NCBITaxon:9606,PMID:15883184,ribosomal protein S13,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPS18,40S ribosomal protein S18,NCBITaxon:9606,PMID:15883184,ribosomal protein S18,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
MRPS30,"39S ribosomal protein S30, mitochondrial",NCBITaxon:9606,Reactome:R-HSA-5389840,mitochondrial ribosomal protein S30,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPS23,40S ribosomal protein S23,NCBITaxon:9606,PMID:25957688,ribosomal protein S23,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
RPS14,40S ribosomal protein S14,NCBITaxon:9606,PMID:15883184,ribosomal protein S14,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
MRPL3,"39S ribosomal protein L3, mitochondrial",NCBITaxon:9606,PMID:2891103,mitochondrial ribosomal protein L3,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0006412
RPS16,40S ribosomal protein S16,NCBITaxon:9606,PMID:12082018,ribosomal protein S16,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
RPS8,40S ribosomal protein S8,NCBITaxon:9606,PMID:15883184,ribosomal protein S8,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
NDUFA7,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,NCBITaxon:9606,PMID:11402041,NADH:ubiquinone oxidoreductase subunit A7,NCBITaxon:10090,MGI:MGI:2151818|PMID:11402041,GO0006412
NCK2,Cytoplasmic protein NCK2,NCBITaxon:9606,GO_REF:0000107,non-catalytic region of tyrosine kinase adaptor protein 2,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
PAIP1,Polyadenylate-binding protein-interacting protein 1,NCBITaxon:9606,PMID:9548260,polyadenylate binding protein-interacting protein 1,NCBITaxon:10090,MGI:MGI:1354194|GO_REF:0000004,GO0006412
METTL17,"Methyltransferase-like protein 17, mitochondrial",NCBITaxon:9606,GO_REF:0000002,methyltransferase like 17,NCBITaxon:10090,MGI:MGI:2152098|GO_REF:0000002,GO0006412
CIRBP,Cold-inducible RNA-binding protein,NCBITaxon:9606,GO_REF:0000108,cold inducible RNA binding protein,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
PAIP2,Polyadenylate-binding protein-interacting protein 2,NCBITaxon:9606,PMID:11172725,polyadenylate-binding protein-interacting protein 2,NCBITaxon:10090,MGI:MGI:5429833|PMID:22190698,GO0006412
MRPL27,"39S ribosomal protein L27, mitochondrial",NCBITaxon:9606,PMID:11279069,mitochondrial ribosomal protein L27,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0006412
MRPL36,"39S ribosomal protein L36, mitochondrial",NCBITaxon:9606,PMID:11279069,mitochondrial ribosomal protein L36,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0006412
GRM5,Metabotropic glutamate receptor 5,NCBITaxon:9606,PMID:24012003,"glutamate receptor, metabotropic 5",NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0006412
LAMP2,Lysosome-associated membrane glycoprotein 2,NCBITaxon:9606,GO_REF:0000024,lysosomal-associated membrane protein 2,NCBITaxon:10090,MGI:MGI:2154458|GO_REF:0000008,GO0071211
HSPA8,Heat shock cognate 71 kDa protein,NCBITaxon:9606,PMID:26212789,heat shock protein 8,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0071211
SMURF1,E3 ubiquitin-protein ligase SMURF1,NCBITaxon:9606,PMID:22020285,SMAD specific E3 ubiquitin protein ligase 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO0071211
USP30,Ubiquitin carboxyl-terminal hydrolase 30,NCBITaxon:9606,GO_REF:0000107,ubiquitin specific peptidase 30,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO1903146
CTTN,Src substrate cortactin,NCBITaxon:9606,GO_REF:0000107,cortactin,NCBITaxon:10090,MGI:MGI:5616310|PMID:20457763,GO1903146
BNIP3,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,NCBITaxon:9606,GO_REF:0000107,BCL2/adenovirus E1B interacting protein 3,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO1903146
FBXW7,F-box/WD repeat-containing protein 7,NCBITaxon:9606,PMID:24912190,F-box and WD-40 domain protein 7,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO1903146
VPS13D,Vacuolar protein sorting-associated protein 13D,NCBITaxon:9606,PMID:29307555,vacuolar protein sorting 13D,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO1903146
SREBF1,Sterol regulatory element-binding protein 1,NCBITaxon:9606,PMID:24912190,sterol regulatory element binding transcription factor 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO1903146
FBXO7,F-box only protein 7,NCBITaxon:9606,PMID:26310625,F-box protein 7,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO1903146
VDAC1,Voltage-dependent anion-selective channel protein 1,NCBITaxon:9606,PMID:32047033,voltage-dependent anion channel 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO1903146
HTT,Huntingtin,NCBITaxon:9606,PMID:25686248,huntingtin,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO1903146
VPS13C,Vacuolar protein sorting-associated protein 13C,NCBITaxon:9606,PMID:26942284,vacuolar protein sorting 13C,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO1903146
PRKN,E3 ubiquitin-protein ligase parkin,NCBITaxon:9606,PMID:26310625,parkin RBR E3 ubiquitin protein ligase,NCBITaxon:10090,MGI:MGI:4417868|GO_REF:0000096,GO1903146
DNM1L,Dynamin-1-like protein,NCBITaxon:9606,PMID:19279012,dynamin 1-like,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO1903146
PINK1,"Serine/threonine-protein kinase PINK1, mitochondrial",NCBITaxon:9606,PMID:21563316,PTEN induced putative kinase 1,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO1903146
GSK3A,Glycogen synthase kinase-3 alpha,NCBITaxon:9606,PMID:24912190,glycogen synthase kinase 3 alpha,NCBITaxon:10090,MGI:MGI:4834177|GO_REF:0000096,GO1903146
BNIP3L,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,NCBITaxon:9606,GO_REF:0000107,BCL2/adenovirus E1B interacting protein 3-like,NCBITaxon:10090,MGI:MGI:5616312|PMID:20200478,GO1903146
HIF1A,Hypoxia-inducible factor 1-alpha,NCBITaxon:9606,GO_REF:0000107,"hypoxia inducible factor 1, alpha subunit",NCBITaxon:10090,MGI:MGI:3796473|PMID:18281291,GO1903146
TSPO,Translocator protein,NCBITaxon:9606,GO_REF:0000107,translocator protein,NCBITaxon:10090,MGI:MGI:5689082|PMID:25470454,GO1903146
